,Campaign_ID,Campaign_Name,Start_Date,End_Date,Channel,Impressions,Clicks,Spend,Conversions,Active,Campaign_Tag,Duration,click_through_rate,conversion_rate,cost_per_click,cost_acquisition
579,CMP-00580,Q1_Summer_CMP-00580,2023-09-20,2023-09-21,TikTok,39756,1476,2734.1,140.0,1,TI,1 days,0.03712647147600362,0.0948509485094851,1.8523712737127371,19.529285714285713
580,CMP-00581,Q4_Winter_CMP-00581,2023-01-16,2023-01-18,Google Ads,19888,800,658.25,46.0,0,GO,2 days,0.04022526146419952,0.0575,0.8228125,14.309782608695652
581,CMP-00582,Q1_BlackFriday_CMP-00582,2023-08-13,2023-08-29,TikTok,36735,1604,2929.76,192.0,1,TI,16 days,0.0436640805771063,0.11970074812967581,1.8265336658354117,15.259166666666667
582,CMP-00583,Q1_Winter_CMP-00583,2023-02-04,2023-02-18,Facebook,48295,1391,1862.7,247.0,0,FA,14 days,0.028802153432032303,0.17757009345794392,1.3391085549964055,7.541295546558705
584,CMP-00585,Q4_BlackFriday_CMP-00585,2023-11-06,2023-11-21,Instagram,86999,1303,2044.76,247.0,1,IN,15 days,0.014977183645789031,0.18956254796623176,1.569270913277053,8.27838056680162
585,CMP-00586,Q1_Winter_CMP-00586,2023-07-09,2023-07-23,Email,18955,481,743.17,33.0,1,EM,14 days,0.02537589026642047,0.06860706860706861,1.545051975051975,22.52030303030303
586,CMP-00587,Q3_Summer_CMP-00587,2023-10-21,2023-10-27,Google Ads,38841,1387,1368.3,148.0,0,GO,6 days,0.03570968821606035,0.10670511896178803,0.9865176640230714,9.24527027027027
588,CMP-00589,Q4_Summer_CMP-00589,2023-02-28,2023-03-19,TikTok,66510,1242,1013.88,221.0,1,TI,19 days,0.018673883626522326,0.177938808373591,0.816328502415459,4.587692307692308
589,CMP-00590,Q1_Launch_CMP-00590,2023-04-06,2023-05-05,Facebook,35911,557,994.68,57.0,0,FA,29 days,0.015510567792598368,0.10233393177737882,1.7857809694793536,17.450526315789475
590,CMP-00591,Q3_Summer_CMP-00591,2023-10-15,2023-10-17,Unknown,60031,2192,3793.56,317.0,1,INVALID,2 days,0.036514467525112025,0.1446167883211679,1.730638686131387,11.967066246056783
591,CMP-00592,Q1_BlackFriday_CMP-00592,2023-12-27,2024-01-18,Google Ads,89726,904,1049.42,142.0,1,GO,22 days,0.010075117580188574,0.1570796460176991,1.160862831858407,7.390281690140846
592,CMP-00593,Q4_BlackFriday_CMP-00593,2023-05-27,2023-05-30,Email,8357,143,99.9,16.0,1,EM,3 days,0.017111403613736986,0.11188811188811189,0.6986013986013987,6.24375
593,CMP-00594,Q2_BlackFriday_CMP-00594,2023-04-13,2023-05-08,Instagram,33479,373,400.37,35.0,0,IN,25 days,0.011141312464530003,0.0938337801608579,1.0733780160857909,11.439142857142857
594,CMP-00595,Q1_Winter_CMP-00595,2023-08-20,2023-09-18,Facebook,62476,1041,1487.6,202.0,0,FA,29 days,0.016662398360970613,0.19404418828049952,1.429010566762728,7.364356435643564
595,CMP-00596,Q2_BlackFriday_CMP-00596,2023-02-14,2023-02-23,Email,45811,790,933.47,153.0,1,EM,9 days,0.017244766540787146,0.19367088607594937,1.1816075949367089,6.101111111111111
596,CMP-00597,Q1_Winter_CMP-00597,2023-06-13,2023-07-06,Google Ads,37208,949,1585.1,88.0,0,GO,23 days,0.025505267684368952,0.09272918861959958,1.6702845100105372,18.0125
597,CMP-00598,Q4_Summer_CMP-00598,2023-10-09,2023-10-19,Email,21150,551,1100.04,67.0,1,EM,10 days,0.026052009456264777,0.12159709618874773,1.996442831215971,16.418507462686566
598,CMP-00599,Q1_BlackFriday_CMP-00599,2023-03-22,2023-04-15,TikTok,72180,3245,2552.84,635.0,0,TI,24 days,0.044957051814907174,0.19568567026194145,0.7866995377503853,4.020220472440945
599,CMP-00600,Q1_Launch_CMP-00600,2023-11-23,2023-12-09,Google Ads,44286,1346,1601.04,68.0,0,GO,16 days,0.030393352300952896,0.05052005943536404,1.189479940564636,23.54470588235294
600,CMP-00601,Q1_Launch_CMP-00601,2023-04-25,2023-05-02,Google Ads,69450,2704,3100.07,302.0,0,GO,7 days,0.038934485241180705,0.11168639053254438,1.1464755917159763,10.265132450331127
601,CMP-00602,Q2_BlackFriday_CMP-00602,2023-03-13,2023-04-08,Google Ads,22352,316,302.33,20.0,1,GO,26 days,0.014137437365783823,0.06329113924050633,0.9567405063291139,15.116499999999998
602,CMP-00603,Q1_Summer_CMP-00603,2023-07-04,2023-07-13,Unknown,56069,1066,849.75,134.0,1,XX,9 days,0.01901228843032692,0.12570356472795496,0.7971388367729831,6.3414179104477615
603,CMP-00604,Q1_Launch_CMP-00604,2023-10-10,2023-10-11,TikTok,15397,586,350.74,31.0,1,TI,1 days,0.0380593622134182,0.052901023890784986,0.5985324232081911,11.314193548387097
605,CMP-00606,Q4_Launch_CMP-00606,2023-09-03,2023-09-12,Email,47959,1413,1596.37,117.0,1,EM,9 days,0.029462666027231594,0.08280254777070063,1.1297735314932766,13.644188034188033
606,CMP-00607,Q3_Winter_CMP-00607,2023-10-22,2023-11-19,Unknown,1728,58,72.23,7.0,0,XX,28 days,0.03356481481481482,0.1206896551724138,1.245344827586207,10.31857142857143
607,CMP-00608,Q1_Summer_CMP-00608,2023-06-12,2023-06-19,Email,51517,1755,3291.35,349.0,1,EM,7 days,0.034066424675349885,0.19886039886039886,1.8754131054131054,9.43080229226361
608,CMP-00609,Q1_Winter_CMP-00609,2023-12-15,2023-12-23,Email,67234,734,1221.7,124.0,1,EM,8 days,0.010917095517149061,0.16893732970027248,1.664441416893733,9.85241935483871
609,CMP-00610,Q4_Summer_CMP-00610,2023-10-10,2023-11-02,TikTok,40954,937,651.92,165.0,0,TI,23 days,0.022879328026566392,0.17609391675560299,0.6957524012806829,3.951030303030303
611,CMP-00612,Q4_Launch_CMP-00612,2023-01-29,2023-02-24,TikTok,80459,1284,1493.78,72.0,1,TI,26 days,0.01595843845933954,0.056074766355140186,1.163380062305296,20.746944444444445
612,CMP-00613,Q2_Launch_CMP-00613,2023-06-05,2023-06-06,Facebook,17779,672,1139.59,54.0,0,FA,1 days,0.03779740142865178,0.08035714285714286,1.6958184523809523,21.103518518518516
614,CMP-00615,Q1_Launch_CMP-00615,2023-09-23,2023-09-25,Instagram,73936,3643,5594.22,382.0,1,IN,2 days,0.049272343648560916,0.10485863299478451,1.5356080153719462,14.64455497382199
615,CMP-00616,Q1_BlackFriday_CMP-00616,2023-05-09,2023-06-06,Google Ads,25466,468,473.06,30.0,0,GO,28 days,0.01837744443571821,0.0641025641025641,1.0108119658119659,15.768666666666666
616,CMP-00617,Q3_Winter_CMP-00617,2023-05-21,2023-06-09,TikTok,37939,1631,2784.84,253.0,0,TI,19 days,0.04299006299586178,0.15511955855303494,1.7074432863274065,11.007272727272728
617,CMP-00618,Q3_Launch_CMP-00618,2023-01-10,2023-10-28,Facebook,70896,2184,1263.63,207.0,0,FA,291 days,0.030805687203791468,0.09478021978021978,0.5785851648351649,6.104492753623189
618,CMP-00619,Q1_Winter_CMP-00619,2023-11-25,2023-12-23,TikTok,36270,904,668.45,81.0,1,TI,28 days,0.02492417976288944,0.08960176991150443,0.7394358407079646,8.25246913580247
620,CMP-00621,Q1_Winter_CMP-00621,2023-11-06,2023-11-24,Google Ads,83637,3296,2027.74,589.0,1,GO,18 days,0.03940839580568409,0.1787014563106796,0.6152123786407767,3.4426825127334464
621,CMP-00622,Q4_Summer_CMP-00622,2023-01-22,2023-02-14,Instagram,52934,1028,876.36,114.0,1,INVALID,23 days,0.019420410322288133,0.11089494163424124,0.8524902723735409,7.687368421052632
622,CMP-00623,Q1_Winter_CMP-00623,2023-01-24,2023-02-09,Facebook,65895,1637,2856.94,322.0,0,FA,16 days,0.02484255254571667,0.19670128283445326,1.7452290775809407,8.87248447204969
623,CMP-00624,Q1_Summer_CMP-00624,2023-05-16,2023-06-11,Facebook,33307,416,799.71,61.0,1,FA,26 days,0.012489866994925991,0.1466346153846154,1.9223798076923078,13.110000000000001
625,CMP-00626,Q4_Winter_CMP-00626,2023-11-18,2023-12-11,Email,61921,2517,2257.18,137.0,0,EM,23 days,0.04064856833707466,0.05442987683750496,0.8967739372268573,16.475766423357662
626,CMP-00627,Q3_Summer_CMP-00627,2023-06-04,2023-07-02,TikTok,6486,255,234.56,17.0,1,TI,28 days,0.0393154486586494,0.06666666666666667,0.919843137254902,13.797647058823529
627,CMP-00628,Q3_BlackFriday_CMP-00628,2023-12-17,2024-01-10,Facebook,9335,205,187.9,29.0,1,FA,24 days,0.02196036422067488,0.14146341463414633,0.9165853658536586,6.479310344827587
628,CMP-00629,Q2_BlackFriday_CMP-00629,2023-12-19,2023-12-21,Google Ads,87900,1488,824.2,275.0,0,GO,2 days,0.016928327645051193,0.18481182795698925,0.5538978494623656,2.9970909090909092
629,CMP-00630,Q2_Launch_CMP-00630,2023-08-14,2023-08-24,Google Ads,90112,3199,6047.31,459.0,1,GO,10 days,0.03550026633522727,0.1434823382306971,1.8903751172241328,13.17496732026144
630,CMP-00631,Q4_Summer_CMP-00631,2023-06-24,2023-07-06,Google Ads,98203,2931,2405.02,205.0,1,GO,12 days,0.029846338706556827,0.06994199931763903,0.8205458887751621,11.73180487804878
631,CMP-00632,Q1_Summer_CMP-00632,2023-06-13,2023-06-16,Instagram,12130,207,233.91,13.0,1,IN,3 days,0.01706512778235779,0.06280193236714976,1.13,17.993076923076924
632,CMP-00633,Q3_Winter_CMP-00633,2023-07-24,2023-08-13,Facebook,88508,3313,1704.64,585.0,1,FA,20 days,0.037431644597098565,0.17657712043465137,0.5145306368849986,2.91391452991453
633,CMP-00634,Q4_BlackFriday_CMP-00634,2023-10-15,2023-10-27,TikTok,61566,3056,5460.87,216.0,0,TI,12 days,0.0496377870902771,0.07068062827225131,1.7869339005235603,25.281805555555554
634,CMP-00635,Q2_Launch_CMP-00635,2023-03-04,2023-03-19,Facebook,67703,2700,4311.19,345.0,1,FA,15 days,0.03988006439891881,0.12777777777777777,1.5967370370370368,12.496202898550724
635,CMP-00636,Q3_BlackFriday_CMP-00636,2023-02-19,2023-03-18,Unknown,28192,1116,2142.87,62.0,1,XX,27 days,0.03958569807037458,0.05555555555555555,1.9201344086021503,34.56241935483871
636,CMP-00637,Q3_Winter_CMP-00637,2023-07-16,2023-08-01,Google Ads,2062,99,165.57,6.0,1,GO,16 days,0.048011639185257034,0.06060606060606061,1.6724242424242424,27.595
637,CMP-00638,Q3_BlackFriday_CMP-00638,2023-03-23,2023-04-10,TikTok,85076,1541,1495.63,232.0,1,TI,18 days,0.01811321641826132,0.15055158987670345,0.9705580791693706,6.446681034482759
638,CMP-00639,Q1_Summer_CMP-00639,2023-06-10,2023-06-16,Facebook,90780,2961,2581.43,454.0,1,FA,6 days,0.032617316589557174,0.15332657885849374,0.8718101992570078,5.685969162995594
639,CMP-00640,Q3_Launch_CMP-00640,2023-09-21,2023-10-03,Instagram,22545,1108,1713.6,112.0,0,IN,12 days,0.049146152140164115,0.10108303249097472,1.5465703971119134,15.299999999999999
640,CMP-00641,Q4_BlackFriday_CMP-00641,2023-10-04,2023-12-09,Email,22689,376,393.36,30.0,1,EM,66 days,0.016571907091542156,0.0797872340425532,1.0461702127659576,13.112
641,CMP-00642,Q1_Winter_CMP-00642,2023-07-16,2023-07-21,Facebook,12174,462,623.39,79.0,1,FA,5 days,0.03794972893050764,0.170995670995671,1.3493290043290043,7.891012658227848
642,CMP-00643,Q2_Winter_CMP-00643,2023-04-21,2023-05-03,Email,89461,2990,1523.06,246.0,1,EM,12 days,0.03342238517342753,0.0822742474916388,0.5093846153846153,6.19130081300813
643,CMP-00644,Q3_Winter_CMP-00644,2023-05-25,2023-06-18,Email,10348,346,205.12,45.0,1,EM,24 days,0.03343641283339776,0.13005780346820808,0.5928323699421966,4.558222222222223
644,CMP-00645,Q1_BlackFriday_CMP-00645,2023-12-01,2023-12-19,Facebook,24714,936,1219.66,182.0,1,FA,18 days,0.037873270211216316,0.19444444444444445,1.3030555555555556,6.701428571428572
645,CMP-00646,Q2_Summer_CMP-00646,2023-01-05,2023-01-23,Facebook,39102,1845,2489.1,133.0,1,FA,18 days,0.04718428724873408,0.07208672086720867,1.3491056910569106,18.715037593984963
647,CMP-00648,Q4_Summer_CMP-00648,2023-07-07,2023-07-18,Email,90930,1113,776.82,86.0,0,EM,11 days,0.012240184757505773,0.07726864330637916,0.6979514824797844,9.03279069767442
648,CMP-00649,Q1_Launch_CMP-00649,2023-01-27,2023-02-20,Instagram,7801,344,436.8,46.0,1,IN,24 days,0.044096910652480455,0.13372093023255813,1.2697674418604652,9.495652173913044
649,CMP-00650,Q1_BlackFriday_CMP-00650,2023-10-11,2023-11-01,Instagram,73267,1393,1102.8,148.0,0,IN,21 days,0.019012652353719954,0.10624551328068917,0.7916726489590811,7.451351351351351
650,CMP-00651,Q3_Launch_CMP-00651,2023-08-19,2023-08-31,Instagram,49136,1232,788.23,239.0,0,IN,12 days,0.02507326603712146,0.1939935064935065,0.639797077922078,3.2980334728033474
651,CMP-00652,Q3_Summer_CMP-00652,2023-11-16,2023-11-30,Google Ads,24625,701,782.14,63.0,1,GO,14 days,0.02846700507614213,0.0898716119828816,1.1157489300998573,12.414920634920636
652,CMP-00653,Q1_BlackFriday_CMP-00653,2023-02-19,2023-02-25,Google Ads,83873,2452,1826.75,269.0,0,GO,6 days,0.02923467623669119,0.10970636215334421,0.7450040783034257,6.79089219330855
653,CMP-00654,Q4_Launch_CMP-00654,2023-06-23,2023-07-12,Facebook,73592,2016,1678.67,398.0,1,FA,19 days,0.02739428198717252,0.1974206349206349,0.8326736111111112,4.217763819095477
654,CMP-00655,Q1_Launch_CMP-00655,2023-03-15,2023-03-28,Google Ads,78052,3707,3619.26,483.0,1,GO,13 days,0.047493978373392094,0.13029403830590774,0.9763312651739952,7.493291925465839
655,CMP-00656,Q4_Launch_CMP-00656,2023-09-14,2023-09-26,Unknown,45261,1730,1538.11,216.0,0,XX,12 days,0.038222752480060095,0.12485549132947976,0.8890809248554913,7.120879629629629
656,CMP-00657,Q1_Winter_CMP-00657,2023-01-20,2023-02-04,TikTok,2542,89,56.19,7.0,0,TI,15 days,0.035011801730920535,0.07865168539325842,0.6313483146067416,8.027142857142858
657,CMP-00658,Q2_Launch_CMP-00658,2023-08-31,2023-09-12,Instagram,22677,271,172.05,42.0,1,IN,12 days,0.011950434360806103,0.15498154981549817,0.6348708487084871,4.0964285714285715
658,CMP-00659,Q2_Launch_CMP-00659,2023-09-21,2023-10-16,Instagram,47732,2203,1740.09,114.0,0,IN,25 days,0.04615352384144809,0.051747616886064454,0.7898729005901044,15.263947368421052
659,CMP-00660,Q1_BlackFriday_CMP-00660,2023-06-13,2023-06-23,Google Ads,51343,2381,1371.07,136.0,1,GO,10 days,0.04637438404456304,0.057118857622847546,0.5758378832423351,10.081397058823528
660,CMP-00661,Q1_BlackFriday_CMP-00661,2023-06-03,2023-06-08,Facebook,40081,1651,2376.92,230.0,0,FA,5 days,0.041191587036251594,0.13930950938824954,1.4396850393700789,10.334434782608696
662,CMP-00663,Q3_Winter_CMP-00663,2023-03-28,2023-06-03,Facebook,94105,1156,1063.08,223.0,1,FA,67 days,0.012284150682747994,0.19290657439446368,0.9196193771626296,4.767174887892376
663,CMP-00664,Q1_BlackFriday_CMP-00664,2023-06-19,2023-07-14,Unknown,89858,1708,1704.58,316.0,1,XX,25 days,0.01900776781143582,0.18501170960187355,0.9979976580796253,5.394240506329114
664,CMP-00665,Q4_Launch_CMP-00665,2023-10-26,2023-11-24,TikTok,20065,306,457.22,48.0,1,TI,29 days,0.015250436082731123,0.1568627450980392,1.4941830065359478,9.525416666666667
665,CMP-00666,Q1_Summer_CMP-00666,2023-12-19,2024-01-04,Google Ads,84460,2192,3958.64,378.0,0,GO,16 days,0.02595311390007104,0.17244525547445255,1.805948905109489,10.472592592592592
667,CMP-00668,Q4_Launch_CMP-00668,2023-10-24,2023-11-11,Instagram,55693,1608,2558.8,110.0,1,IN,18 days,0.02887256926364175,0.06840796019900497,1.5912935323383086,23.26181818181818
668,CMP-00669,Q3_Winter_CMP-00669,2023-10-26,2023-11-09,TikTok,27962,294,360.62,48.0,0,TI,14 days,0.010514269365567557,0.16326530612244897,1.2265986394557824,7.5129166666666665
669,CMP-00670,Q4_Launch_CMP-00670,2023-11-14,2023-11-26,TikTok,29295,624,961.4,50.0,0,TI,12 days,0.021300563236047107,0.08012820512820513,1.540705128205128,19.227999999999998
670,CMP-00671,Q2_Winter_CMP-00671,2023-12-15,2023-12-29,Google Ads,14807,174,231.27,17.0,0,GO,14 days,0.011751198757344499,0.09770114942528736,1.3291379310344829,13.604117647058825
671,CMP-00672,Q1_BlackFriday_CMP-00672,2023-12-25,2023-12-28,Instagram,43348,496,408.89,85.0,0,IN,3 days,0.011442281074097997,0.17137096774193547,0.824375,4.810470588235294
672,CMP-00673,Q3_Summer_CMP-00673,2023-06-10,2023-06-30,Instagram,27432,576,468.22,75.0,1,IN,20 days,0.02099737532808399,0.13020833333333334,0.8128819444444445,6.242933333333334
673,CMP-00674,Q2_BlackFriday_CMP-00674,2023-04-15,2023-04-24,Google Ads,84285,1772,1673.81,317.0,0,GO,9 days,0.02102390698226256,0.1788939051918736,0.9445880361173815,5.280157728706625
674,CMP-00675,Q3_Launch_CMP-00675,2023-08-30,2023-09-28,TikTok,92792,3849,7183.02,315.0,1,TI,29 days,0.04147986895422019,0.0818394388152767,1.866204208885425,22.803238095238097
675,CMP-00676,Q1_BlackFriday_CMP-00676,2023-02-01,2023-02-06,Unknown,58854,2883,3808.8,406.0,0,XX,5 days,0.04898562544601896,0.1408255289628859,1.321123829344433,9.38128078817734
677,CMP-00678,Q3_Summer_CMP-00678,2023-09-27,2023-10-27,TikTok,38080,1034,1054.51,151.0,0,TI,30 days,0.027153361344537816,0.14603481624758222,1.0198355899419729,6.983509933774834
679,CMP-00680,Q3_BlackFriday_CMP-00680,2023-07-01,2023-07-22,Facebook,92267,1912,1316.12,263.0,1,FA,21 days,0.020722468488191877,0.13755230125523013,0.688347280334728,5.004258555133079
680,CMP-00681,Q2_Launch_CMP-00681,2023-12-15,2023-12-30,Google Ads,36909,599,453.41,53.0,1,GO,15 days,0.01622910401257146,0.08848080133555926,0.7569449081803006,8.55490566037736
681,CMP-00682,Q4_Summer_CMP-00682,2023-11-09,2023-11-24,Google Ads,90339,3986,6939.76,218.0,1,GO,15 days,0.04412269341037647,0.05469141996989463,1.7410336176618164,31.83376146788991
682,CMP-00683,Q4_Summer_CMP-00683,2023-05-23,2023-06-17,Email,20870,247,340.18,16.0,0,EM,25 days,0.011835170100622903,0.06477732793522267,1.3772469635627531,21.26125
683,CMP-00684,Q4_Summer_CMP-00684,2023-06-02,2023-06-20,TikTok,35578,1237,1244.79,177.0,1,TI,18 days,0.03476867727247175,0.14308811641067098,1.0062974939369442,7.03271186440678
684,CMP-00685,Q3_Launch_CMP-00685,2023-12-20,2024-01-17,Facebook,73124,2375,4047.66,451.0,1,FA,28 days,0.032479076636945464,0.18989473684210526,1.704277894736842,8.974855875831485
685,CMP-00686,Q2_Launch_CMP-00686,2023-06-28,2023-07-20,Instagram,27790,662,575.79,53.0,1,IN,22 days,0.023821518531845987,0.08006042296072508,0.8697734138972809,10.863962264150942
687,CMP-00688,Q3_BlackFriday_CMP-00688,2023-10-06,2023-11-04,Instagram,56129,2294,2333.52,412.0,1,IN,29 days,0.04087013843111404,0.17959895379250218,1.017227550130776,5.663883495145631
688,CMP-00689,Q1_Launch_CMP-00689,2023-06-26,2023-06-28,Google Ads,94714,1274,1281.6,163.0,0,GO,2 days,0.013451020968389045,0.12794348508634223,1.0059654631083201,7.862576687116563
689,CMP-00690,Q2_BlackFriday_CMP-00690,2023-05-29,2023-06-09,Facebook,95246,1854,1794.43,278.0,0,FA,11 days,0.019465384373097035,0.1499460625674218,0.9678694714131608,6.454784172661871
690,CMP-00691,Q3_BlackFriday_CMP-00691,2024-01-01,2024-01-18,Email,16485,647,442.01,111.0,0,EM,17 days,0.03924780103124052,0.17156105100463678,0.6831684698608964,3.982072072072072
691,CMP-00692,Q4_Winter_CMP-00692,2023-08-15,2023-09-14,Instagram,45482,1452,968.06,129.0,1,IN,30 days,0.03192471747064773,0.08884297520661157,0.6667079889807163,7.504341085271317
692,CMP-00693,Q2_Winter_CMP-00693,2023-04-20,2023-05-18,Unknown,87188,1318,1940.3,124.0,1,XX,28 days,0.015116759187044089,0.09408194233687406,1.472154779969651,15.64758064516129
693,CMP-00694,Q2_Summer_CMP-00694,2023-10-10,2023-10-15,Google Ads,5748,260,471.3,13.0,0,GO,5 days,0.04523312456506611,0.05,1.8126923076923078,36.253846153846155
694,CMP-00695,Q2_Summer_CMP-00695,2023-11-12,2023-11-17,Instagram,87769,2258,3806.49,439.0,1,IN,5 days,0.025726623295240916,0.19441984056687334,1.6857794508414525,8.670820045558086
695,CMP-00696,Q1_Winter_CMP-00696,2023-01-26,2023-02-15,Unknown,10435,449,319.54,84.0,1,XX,20 days,0.04302827024436991,0.1870824053452116,0.7116703786191537,3.804047619047619
696,CMP-00697,Q4_BlackFriday_CMP-00697,2023-11-23,2023-12-04,Google Ads,4709,195,257.08,32.0,1,INVALID,11 days,0.041410065831386705,0.1641025641025641,1.3183589743589743,8.03375
697,CMP-00698,Q1_Winter_CMP-00698,2023-06-19,2023-07-07,TikTok,31355,1096,721.59,67.0,0,TI,18 days,0.034954552702918196,0.06113138686131387,0.6583850364963504,10.770000000000001
698,CMP-00699,Q1_BlackFriday_CMP-00699,2023-04-02,2023-12-03,TikTok,56771,1690,959.82,197.0,1,TI,245 days,0.029768719945042363,0.1165680473372781,0.5679408284023669,4.8721827411167515
699,CMP-00700,Q3_Summer_CMP-00700,2023-10-09,2023-11-05,Email,58799,2891,4291.92,188.0,1,EM,27 days,0.0491675028486879,0.06502940159114494,1.4845797301971637,22.82936170212766
700,CMP-00701,Q3_Summer_CMP-00701,2023-12-01,2023-12-25,Facebook,14116,223,290.51,11.0,1,FA,24 days,0.015797676395579486,0.04932735426008968,1.3027354260089685,26.41
701,CMP-00702,Q2_BlackFriday_CMP-00702,2023-09-02,2023-09-08,Email,26470,1032,642.97,146.0,0,EM,6 days,0.03898753305629014,0.14147286821705427,0.6230329457364341,4.403904109589042
702,CMP-00703,Q1_Summer_CMP-00703,2023-05-28,2023-06-25,Facebook,43344,764,422.04,148.0,0,FA,28 days,0.01762643041712809,0.193717277486911,0.5524083769633508,2.851621621621622
704,CMP-00705,Q1_Winter_CMP-00705,2023-01-20,2023-02-08,Instagram,53224,1189,648.04,183.0,0,IN,19 days,0.022339546069442356,0.15391084945332212,0.5450294365012616,3.5412021857923497
705,CMP-00706,Q2_BlackFriday_CMP-00706,2023-01-09,2023-04-01,Email,40298,1929,2250.74,124.0,1,EM,82 days,0.0478683805647923,0.064282011404873,1.166791083462934,18.151129032258062
706,CMP-00707,Q3_Launch_CMP-00707,2023-07-23,2023-08-19,Google Ads,81219,3954,4969.9,360.0,1,GO,27 days,0.04868318989399032,0.09104704097116843,1.2569296914516943,13.805277777777777
707,CMP-00708,Q1_Launch_CMP-00708,2023-05-29,2023-06-24,Google Ads,62629,1084,732.7,106.0,0,GO,26 days,0.017308275718916157,0.09778597785977859,0.6759225092250923,6.912264150943397
